가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재년도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
순강길,37.333164,126.450905,37.334926,126.452561,왕벚나무,58,0.704,1995,순강길,순강길,지방도,동양교~신한리버빌,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
순평길,37.558717,126.753122,37.563624,126.757397,왕벚나무+복자기,54,0.704,1995,순평길,순평길,지방도,동양교~동양휴먼빌아파트,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
당미길,37.333283,126.453116,37.334621,126.454504,은행나무,23,0.755,1995,당미길,당미길,지방도,동양로~둥그재산길~당산길,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
당미2길,37.333593,126.451653,37.333789,126.454152,은행나무,36,0.54,1995,당미2길,당미2길,지방도,양지로~당산길,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
당미5길,37.334159,126.452391,37.334132,126.453283,은행나무,4,0.238,1995,당미5길,당미5길,지방도,순평길~둥그재산길,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
둥구재산길,37.562511,126.756991,37.560886,126.761429,은행나무,12,0.63,1995,둥그재산길,둥그재산길,지방도,양지로~당산길,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
양지로,37.557669,126.755901,37.567083,126.744538,은행나무+이팝나무,318,1.75,1995,양지로,양지로,지방도,만봉길~동양로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
형제봉길,37.335548,126.444211,37.340013,126.450591,이팝나무,90,1.31,1995,형제봉길,형제봉길,지방도,계양센트레빌 301동~112동,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
만봉길,37.571581,126.739472,37.563898,126.742549,은행나무+이팝나무,20,1.51,1995,만봉길,만봉길,지방도,만봉길~양지로~귤현아이파크아파트~양지로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
귤현길,37.341437,126.444131,37.340186,126.445307,은행나무,50,0.63,1995,귤현길,귤현길,지방도,만봉길~귤현아이파크아파트~양지로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
벌말로,37.557185,126.769076,37.583906,126.782089,메타세콰이어,437,3.24,1995,벌말로,벌말로,지방도,하야교~당미교,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
방축로(역골로포함),37.570043,126.709466,37.550277,126.742491,왕벚나무+메타세콰이어,705,4,1995,방축로(역골로포함),방축로(역골로포함),지방도,인천국제공항고속도로~장제로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
다남로,37.341149,126.420056,37.341636,126.442016,왕벚나무,400,3.59,1995,다남로,다남로,지방도,아라마루휴게소 건너편~장제로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
다남로 165번길,37.341577,126.432149,37.334878,126.430624,왕벚나무,62,0.846,1995,다남로 165번길,다남로 165번길,지방도,다남로~방축로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
드림로,37.579581,126.704813,37.586517,126.770074,메타세콰이어,820,6.46,1995,드림로,드림로,지방도,서구경계~벌말로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
효성공원길,37.313986,126.425581,37.313183,126.425575,은행나무,30,0.26,1995,효성공원길,아나지로 213번길,지방도,효서로~아나지로,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
계산천길,37.321722,126.450649,37.321722,126.453208,왕벚나무,323,0.69,1995,계산천길,,지방도,계산2교~계산1교,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
굴포천길,37.315321,126.453784,37.312798,126.453797,왕벚나무,140,0.624,1995,굴포천길,,지방도,봉오고가교~천상교,032-450-4904,인천광역시 계양구청,2019-08-27,3550000,인천광역시 계양구
통일로,37.597980,126.938278,37.562082,126.969287,"은행, 양버즘, 느티, 회화, 단풍, 칠엽수",925.00,04.85,,은행 등 6종 가로수가 식재되어 있어 가을철 아름다운 단풍을 느낄 수 있음,통일로,시도로,통일로,02-330-1963,서대문구청 푸른도시과,2019-01-02,3120000,서울특별시 서대문구
세검정로,37.598941,126.956849,37.591477,126.941606,"은행, 양버즘, 회화, 이팝",220.00,02.55,,은행 등 4종 가로수가 식재되어 있어 가을철 아름다운 단풍을 느낄 수 있음,세검정로,시도로,세검정로,02-330-1963,서대문구청 푸른도시과,2019-01-02,3120000,서울특별시 서대문구
연희로,37.591477,126.941606,37.558803,126.926943,"은행, 양버즘, 느티, 이팝, 감나무, 무궁화, 산딸, 라일락",1001.00,04.10,,은행 등 8종 가로수가 식재되어 있어 가을철 아름다운 단풍을 느낄 수 있음,연희로,시도로,연희로,02-330-1963,서대문구청 푸른도시과,2019-01-02,3120000,서울특별시 서대문구
신촌로,37.558803,126.926943,37.559356,126.961833,"은행, 칠자화",367.00,03.35,,은행 등 가로수가 식재되어 있어 가을철 아름다운 단풍을 느낄 수 있음,신촌로,시도로,신촌로,02-330-1963,서대문구청 푸른도시과,2019-01-02,3120000,서울특별시 서대문구
충정로,37.559356,126.961833,37.565807,126.966371,"은행, 느티",242.00,00.80,,은행 등 가로수가 식재되어 있어 가을철 아름다운 단풍을 느낄 수 있음,충정로,시도로,충정로,02-330-1963,서대문구청 푸른도시과,2019-01-02,3120000,서울특별시 서대문구
선산단계주차장,36.240657,128.298529,36.246048,128.297545,은행+느티,143,700,1990,"구미시 선산단계주차장 은행,느티 길",선산단계주차장,,선산단계주차장,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
단계동길,36.238978,128.301921,36.258812,128.289319,청단풍,237,700,1990,구미시 단계동길 청단풍 길,단계동길,,단계동길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
선산중앙로,36.242973,128.301209,36.242476,128.398108,은행,195,1300,1986,구미시 선산중앙로 은행 길,선산중앙로,,선산중앙로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
선산중앙로7길,36.240253,128.295968,36.239799,128.293036,은행,52,280,1986,구미시 선산중앙로7길 은행 길,선산중앙로7길,,선산중앙로7길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
선산중앙로8길,36.240253,128.295968,36.240611,128.298518,은행,32,200,1986,구미시 선산중앙로8길 은행 길,선산중앙로8길,,선산중앙로8길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
동교길,36.243231,128.303473,36.248759,128.304224,이팝,78,640,1986,구미시 동교길 이팝 길,동교길,,동교길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
교리길,36.248748,128.305071,36.251318,128.300739,이팝+은행,40,360,1986,"구미시 교리길 이팝,은행 길",교리길,,교리길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
교리2길,36.250207,128.302423,36.250843,128.306135,이팝+은행,68,370,1986,"구미시 교리2길 이팝,은행 길",교리2길,,교리2길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
선산동로,36.275815,128.323823,36.360565,128.298067,배롱+청단풍,928,13000,2000,"구미시 선산동로 배롱,청단풍 길",선산동로,,선산동로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
한재로,34.749087,127.710223,34.742995,127.727867,은행나무,175,0.3,,은행나무가 조성되어 있음,한재로,시도,충무로타리~한재터널,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
향일암로,34.640988,127.782152,34.594809,127.803297,"먼나무,후박나무",308,2.7,,"먼나무,후박나무가 조성되어 있음",향일암로,군도,죽포고개~방죽포~임포,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
화동로,34.687250,127.588484,34.695825,127.601984,"왕벚나무,동백나무",974,8.2,,"왕벚나무,동백나무가 조성되어 있음",화동로,지방도,장수~서촌~화동,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
화산로,34.777403,127.651132,34.777403,127.651132,후박나무,127,1,,후박나무가 조성되어 있음,화산로,시도,화산~무선만남주유소,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
화양로,34.733850,127.621468,34.626821,127.636115,"은행나무,벽오동,후박나무",654,5.6,,"은행나무,벽오동,후박나무",화양로,일반국도+군도+지방도,소락죽림~화양용주~나진~화동~세포,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
흙산로,34.743812,127.747307,34.744433,127.741816,왕벚나무,85,0.8,,왕벚나무가 조성되어 있음,흙산로,시도,구귀거래다방~코렉스마트,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
흥국로,34.761344,127.673795,34.763839,127.663068,"후박나무,히말리야시다",42853,1.6,,"후박나무,히말리야시다가 조성되어 있음",흥국로,시도,국민은행~시전삼거리,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
여수산단로,34.852377,127.729683,34.851356,127.743099,"왕벚나무,히말리야시다",67,0.5,,"왕벚나무,히말리야시다가 조성되어 있음",여수산단로,시도,두암~월래(산업도로),061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
여수산단1로,34.824056,127.639684,34.824618,127.660224,"메타세콰이어,해송,가시,먼나무",3031,4.1,,"메타세콰이어,해송,가시,먼나무가 조성되어 있음",여수산단1로,시도,국가산단확장단지 4차지역,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
문수북6길,34.757867,127.710084,34.760688,127.704580,"후박나무,히말리야시다",186,1.5,,"후박나무,히말리야시다가 조성되어 있음",문수북6길,시도,문수주택단지내,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
"엑스포대로,오동도로",34.746669,127.747336,34.741293,127.753232,"왕벚나무,동백나무",234,1.6,,"왕벚나무,동백나무가 조성되어 있음","엑스포대로,오동도로",시도,대한통운~휴게소~오동도입구,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
동문로,34.741254,127.740453,34.748245,127.744895,"왕벚나무,해송",201,2,,"왕벚나무,해송이 조성되어 있음",동문로,시도,역전~경찰서,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
망양로,34.778007,127.741268,34.774182,127.741676,"왕벚나무,해송",93,0.7,,"왕벚나무,해송이 조성되어 있음",망양로,시도,만흥사거리~파출소,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
덕충안길,34.753022,127.746660,34.755199,127.744160,은행나무,94,1,,은행나무가 조성되어 있음,덕충안길,시도,양지가압장~양림교회,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
강남9길,34.715886,127.758913,34.719722,127.754316,후박나무,304,2,,후박나무가 조성되어 있음,강남9길,시도,청솔아파트~장군식당앞 (현장),061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
강남2길,34.719449,127.752063,34.715683,127.750132,회화나무,81,0.6,,회화나무가 조성되어 있음,강남2길,시도,청솔아파트~도서관,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
강남1길,34.719634,127.748968,34.719043,127.749997,회화나무,24,0.2,,회화나무가 조성되어 있음,강남1길,시도,청솔ⓐ신축현장내,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
덕양로,34.805076,127.629331,34.808926,127.627368,후박나무,59,0.5,,후박나무가 조성되어 있음,덕양로,시도,덕양~소라교,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
만성리길,34.774591,127.745098,34.777288,127.744615,해송,71,0.5,,해송이 조성되어 있음,만성리길,군도,만성해수욕장,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
소호8길,34.738661,127.649685,34.740054,127.644498,"후박나무,버즘나무",69,0.5,,"후박나무,버즘나무가 조성되어 있음",소호8길,시도,소호 이면도로,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
좌수영로,34.790118,127.654535,34.787880,127.657534,구실잦밤,72,0.5,,구실잦밤이 조성되어 있음,좌수영로,시도,덕양 입구~여천교,061-659-4637,여수시청,2019-04-03,4810000,전라남도 여수시
상사서로22길,36.098639,128.357603,36.098586,128.358871,목백합,23,130,2006,구미시 상사서로22길 목백합 길,상사서로22길,,상사서로22길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
봉곡남로,36.153343,128.304017,36.151898,128.323088,이팝,271,2000,1999,구미시 봉곡남로 이팝 길,봉곡남로,,봉곡남로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
봉곡동로,36.150661,128.314099,36.156606,128.315149,이팝,88,700,1999,구미시 봉곡동로 이팝 길,봉곡동로,,봉곡동로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
봉곡로,36.140783,128.309657,36.155091,128.310808,이팝,185,1600,1999,구미시 봉곡로 이팝 길,봉곡로,,봉곡로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
봉곡북로,36.154627,128.304183,36.153994,128.314922,이팝,154,1000,1999,구미시 봉곡북로 이팝 길,봉곡불로,,봉곡북로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
봉곡서로,36.150465,128.307059,36.158706,128.307755,이팝,174,960,1999,구미시 봉곡서로 이팝 길,봉곡서로,,봉곡서로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
도봉로,36.140171,128.314566,36.138591,128.317604,느티,92,850,1999,구미시 도봉로 느티 길,도봉로,,도봉로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
도봉로1길,36.140133,128.313456,36.141515,128.312266,느티,33,320,1999,구미시 도봉로1길 느티 길,도봉로1길,,도봉로1길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
도봉로3길,36.140171,128.314566,36.143115,128.313176,느티,49,210,1999,구미시 도봉로3길 느티 길,도봉로3길,,도봉로3길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
도봉로5길,36.141789,128.317257,36.139459,128.318066,이팝,172,820,1999,구미시 도봉로5길 이팝 길,도봉로5길,,도봉로5길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
송동로,36.137641,128.324171,36.151794,128.323056,은행+이팝+왕벚,351,1600,1994,"구미시 송동로 은행,이팝,왕벚 길",송동로,,송동로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
문장로,36.135922,128.332311,36.153781,128.328704,은행,559,2300,1987,구미시 문장로 은행 길,문장로,,문장로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
들성로,36.151898,128.323088,36.162419,128.353492,이팝+은행,633,3100,1999,"구미시 들성로 이팝,은행 길",들성로,,들성로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
야은로,36.150043,128.285917,36.123434,128.362868,느티,766,7600,1991,구미시 야은로 느티 길,야은로,,야은로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
야은로13길,36.140811,128.311973,36.142285,128.314003,느티,40,330,1991,구미시 야은로13길 느티 길,야은로13길,,야은로13길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
신비로,36.123315,128.363066,36.120351,128.371698,은행,122,1000,1980,구미시 신비로 은행 길,신비로,,신비로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
비산로,36.119566,128.371876,36.119589,128.389042,은행,107,1200,1980,구미시 비산로 은행 길,비산로,,비산로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
칠성로,36.120571,128.359426,36.125639,128.357869,느티,59,560,2010,구미시 칠성로 느티 길,칠성로,,칠성로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
칠성로2길,36.121641,128.357412,36.122046,128.362711,은행,65,460,1978,구미시 칠성로2길 은행 길,칠성로2길,,칠성로2길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
왕산로,36.086751,128.361354,36.076697,128.378771,느티+왕벚,382,2100,2000,"구미시 왕산로 느티,왕벚 길",왕산로,,왕산로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
남구미로,36.083459,128.375821,36.083233,128.398632,왕벚,215,850,2003,구미시 남구미로 왕벚 길,남구미로,,남구미로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
낙동강변로,36.072466,128.373231,36.122537,128.385867,왕벚,924,8610,1978,구미시 낙동강변로 왕벚 길,낙동강변로,,낙동강변로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
흥안로,36.147313,128.417832,36.147756,128.410059,은행,127,750,1989,구미시 흥안로 은행 길,흥안로,,흥안로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
검성로,36.111383,128.424168,36.118321,128.433976,은행+왕벚+이팝,201,1500,1989,"구미시 검성로 은행,왕벚,이팝 길",검성로,,검성로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
여헌로,36.103217,128.423423,36.107364,128.425564,목백합,54,480,2011,구미시 여헌로 목백합 길,여헌로,,여헌로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
인동가산로,36.107134,128.417992,36.092474,128.449235,느티,222,2000,1996,구미시 인동가산로 느티 길,인동가산로,,인동가산로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
인동36~54길,36.092542,128.446756,36.094605,128.440816,산벚+낙우송,693,4200,1996,"구미시 인동36~54길 산벚,낙우송 길",인동36~54길,,인동36~54길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
구평남부초등학교,36.091566,128.436798,36.091271,128.440328,메타쉐콰이어,47,315,2007,구미시 구평남부초등학교 메타쉐콰이어 길,구평남부초등학교,,구평남부초등학교,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
천생산길,36.092428,128.451629,36.093797,128.451167,청단풍,32,170,2007,구미시 천생산길 청단풍 길,천생산길,,천생산길,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
이례로,36.205909,128.315855,36.207717,128.331694,청단풍,140,700,2008,구미시 이례로 청단풍 길,아례로,,이례로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
조남로,36.238461,128.303016,36.236381,128.309677,왕벚+은행,154,2200,1986,"구미시 조남로 왕벚,은행 길",조남로,,조남로,054-480-5554,구미시청 공원녹지과,2020-06-21,5080000,경상북도 구미시
"장동로,산디로",36.241437,127.252522,36.234474,127.262802,이팝나무,,7.2,,이팝나무가 식재되어 봄철이면 아름다운 이팝나무 꽃을 감상할수 있음,,,장동진입로~탄약창장동초3가 ~ 산디마을,,,2020-04-16,3680000,대전광역시 대덕구
중리동로,36.213322,127.254733,36.220512,127.254123,은행나무,,2.1,,은행나무가 식재되어 있어 가을철 단풍의 아름다움을 느낄 수 있음,,,한밭대로(아이비가구앞)3가~ 중리초교 4가,,,2020-04-16,3680000,대전광역시 대덕구
중리로,36.215843,127.253015,36.213292,127.253125,은행나무+이팝나무,,1.4,,"은행나무와 이팝나무가 식재되어 봄철에는 이팝나무 꽃, 가을철엔 단풍이 아름다운 길",,,중리주공 1단지 정문 ~일등 현대오일뱅크(한밭대로) 앞 3가,,,2020-04-16,3680000,대전광역시 대덕구
중리북로,36.220861,127.254046,36.215884,127.252409,은행나무,,0.9,,은행나무가 식재되어 있어 가을철 단풍의 아름다움을 느낄 수 있음,,,"계족로, 동춘당로 교점(보람@) 4가 ~ 중리주공1단지 중리서로교점3가",,,2020-04-16,3680000,대전광역시 대덕구
청림길,36.213083,127.252454,36.212059,127.252478,벚나무,,0.3,,벚나무가 만들어내는 봄철의 벚꽃길과 깔끔하게 조성된 보도가 아름다운 길,,,한밭대로(한국소방협회)~ 한남대(문과대 정문) 입구,,,2020-04-16,3680000,대전광역시 대덕구
평촌1길,36.263071,127.254665,36.255475,127.260961,벚나무,,1.3,,벚나무가 만들어내는 봄철의 벚꽃길이 아름다움,,,신탄진과선교 ~(주)로보엔지니어링,,,2020-04-16,3680000,대전광역시 대덕구
한남로,36.204789,127.244693,36.215091,127.254066,은행나무,,2.3,,은행나무가 식재되어 있어 가을철 단풍의 아름다움을 느낄 수 있음,,,한남대교 ~ 홍도로 교점(한남로 3거리),,,2020-04-16,3680000,대전광역시 대덕구
"한남로149, 150번길",36.204251,127.245937,36.211414,127.241981,은행나무+회화나무,,1.9,,은행나무가 식재되어 있어 가을철 단풍의 아름다움을 느낄 수 있음,,,"왕궁바지락칼국수옆 4가~황해면옥 앞 4가 / 대전천북로, 오정로 109번길 교점",,,2020-04-16,3680000,대전광역시 대덕구
한밭대로,36.212503,127.242018,36.213286,127.255453,은행나무+느티나무+메타세콰이아+이팝나무+기타,,3.5,,"곧게 선 메타세쿼이아와 은행나무로 조성되어 있고, 녹지대의 휴식공간이 어울리는 공간",,,농수산5가 ~ 중리4가,,,2020-04-16,3680000,대전광역시 대덕구
한밭대로1006번길,36.211575,127.245261,36.212837,127.243691,은행나무,,0.6,,은행나무가 식재되어 있어 가을철 단풍의 아름다움을 느낄 수 있음,,,거북마트(오정로 76번길)교점 3가 ~ 오정로110번길 교점,,,2020-04-16,3680000,대전광역시 대덕구
한밭대로1009번길,36.213054,127.243883,36.214712,127.243334,벚나무,,0.7,,벚나무가 만들어내는 봄철의 벚꽃길이 아름다움,,,"럭키주유소(오정동, 한밭대로교점) ~양지터널길, 대화로 교점",,,2020-04-16,3680000,대전광역시 대덕구
홍도로,36.215481,127.254114,36.213123,127.253704,버즘나무,,1.3,,버즘나무로 조성되어 편안함과 운치를 느낄 수 있음,,,한남로 3가 ~ 으뜸오일뱅크(한밭대로)교점,,,2020-04-16,3680000,대전광역시 대덕구
신탄진로738번길,36.263553,127.254635,36.262584,127.255989,벚나무,,0.5,,벚나무가 만들어내는 봄철의 벚꽃길이 아름다움,,,남경마을로 교점 ~ 신탄자동차 운전전문학원,,,2020-04-16,3680000,대전광역시 대덕구
시청로,37.202172,127.552718,37.185109,127.580752,메타세콰이어+왕벚나무+은행나무+배롱나무,1522,5.5,,"양옆으로 메타세콰이어와 왕벚나무가 주로 교목이 식재되어 있고 매자나무, 조팝타무 등 관목이 복층림을 이룸, 중앙분리대에 은행나무와 반송이 식재되어 있음, 원주시를 대표하는 명품가로숲길로 산책시민의 많은 사람을 받고 있음",,,시청앞사거리~관설사거리,033-737-3654,강원도 원주시청,2020-05-25,4190000,강원도 원주시
안성맞춤대로,36.99198743,127.2695756,36.98218587,127.265659,왕벚나무,246,1.65,2012,안성맞춤대로,,,계륵리~계동,031-678-5392,경기도 안성시청,2020-03-31,4080000,경기도 안성시
미양로,37.00201435,127.2661878,37.02572958,127.2834482,은행나무,118,5,2015,미양로,,,안성대교~개정리,031-678-5392,경기도 안성시청,2020-03-31,4080000,경기도 안성시
한천길,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,200,1.8,2004,한천길,,,구문교~환경사업소,031-678-5392,경기도 안성시청,2020-03-31,4080000,경기도 안성시
신령로,37.02572958,127.2834482,37.02572958,127.2834482,이팝나무,444,3,2005,신령로,,,내리사거리~소내리,031-678-5392,경기도 안성시청,2020-03-31,4080000,경기도 안성시
관악로,37.467168,126.948311,37.490915,126.956287,은행나무,767,3.9,,서울대와 관악산으로 향하는 주요 노선으로 대형 은행나무 단풍거리를 감상할 수 있음,관악로,특별시도,서울대학교 정문 앞 ~ 서울봉현초등학교,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
과천대로,37.4765632,126.9794443,37.4622348,126.9861525,은행나무+버즘나무,243,2.3,,가을철 노란 은행나무 단풍길이 아름다움,과천대로,특별시도,사당역 ~ 관악구 남현동 산93-5,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
시흥대로,37.4792772,126.8979197,37.484761,126.9010178,은행나무,40,0.9,,가을철 노란 은행나무 단풍길이 아름다움,시흥대로,특별시도,신림동 1674-6 ~ 신림동 1677-5,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
봉천로,37.484761,126.9010178,37.4749903,126.9644157,벚나무+은행나무+느티나무,1062,7.1,,도로변을 따라 벚꽃이 화려함,봉천로,특별시도,신림동 1677-5 ~ 봉천동 1637-27,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
신림로,37.467168,126.948311,37.4946642,126.925148,버즘나무+은행나무,602,5.4,,가을철 노란 은행나무 단풍길이 아름다움,신림로,특별시도,서울대학교 정문 앞 ~ 봉천동 722-14,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
쑥고개로,37.4790183,126.9460734,37.4771093,126.9354307,버즘나무,239,1.4,,버즘나무와 노란 은행나무,쑥고개로,특별시도,봉천동 1693-14 ~ 신림동 94-33,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
은천로,37.485748,126.9531592,37.4863481,126.9331764,은행나무,216,2.6,,가을철 노란 은행나무 단풍길이 아름다움,은천로,특별시도,봉천동 42-5 ~ 봉천동 982-5,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
문성로,37.4781938,126.9308434,37.4772183,126.9099828,버즘나무,273,2,,일부구간의 버즘나무가 사각모양의 특색있는 경관을 이룸,문성로,특별시도,신림동 409-173 ~ 신림동 산201-6,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
난곡로,37.486201,126.9130798,37.4610532,126.922823,벚나무,673,3,,도로변을 따라 벚꽃이 화려함,난곡로,특별시도,신림동 502 ~ 신림동 산87-11,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
호암로,37.4714411,126.9316672,37.4573763,126.9187429,버즘나무,367,2.7,,버즘나무,호암로,특별시도,신림동 289-3 ~ 신림동 산102-11,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
양녕로,37.4822319,126.9452014,37.4900976,126.9435944,벚나무,239,1.3,,도로변을 따라 벚꽃이 화려함,양녕로,특별시도,봉천동 978-7 ~ 봉천동 1718-11,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
낙성대로,37.4679287,126.9563269,37.4774292,126.9569706,벚나무+감나무,588,3,,봄에는 하얀 자태를 뽐내던 왕벚나무들이 붉게 물들어 또 다른 정취를 자아냄,낙성대로,구도,봉천동 산37-2 ~ 봉천동 1693-40,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
관천로,37.478713,126.931884,37.489383,126.919467,은행나무+벚나무,109,2,,봄철 화려한 벚꽃과 가을철 노란 은행나무 단풍이 아름다움,관천로,구도,신림동 1642-10 ~ 신림동 1472-5,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
성현로,37.490829,126.956268,37.491958,126.943968,은행나무+벚나무+메타세콰이어,521,1.8,,왕벚나무 등 다양한 수목이 가로숲을 이루고 있어 각양각색의 아름다운 정취를 느낄 수 있음,성현로,구도,봉천동 1703-2 ~ 봉천동 1718-10,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
조원로,37.483778,126.902557,37.486466,126.922871,은행나무,367,1.8,,가을철 노란 은행나무 단풍길이 아름다움,조원로,구도,신림동 1675-9 ~ 신림동 463-86,02-879-6531,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
